x1,y1, z1, x2,y2,z2
107.215, 116.959, 185.732, 158.518, -105.746, 97.7166
109.237, 117.241, 185.758, 158.966, -105.333, 98.2417
111.248, 117.512, 185.776, 159.399, -104.91, 98.767
113.248, 117.772, 185.785, 159.816, -104.476, 99.2924
115.237, 118.02, 185.785, 160.218, -104.033, 99.8178
117.215, 118.256, 185.777, 160.604, -103.58, 100.343
119.18, 118.48, 185.761, 160.975, -103.116, 100.869
121.134, 118.692, 185.735, 161.331, -102.643, 101.394
123.075, 118.892, 185.701, 161.67, -102.16, 101.919
125.004, 119.08, 185.658, 161.994, -101.667, 102.444
126.919, 119.255, 185.606, 162.303, -101.164, 102.969
128.821, 119.418, 185.545, 162.596, -100.651, 103.494
130.71, 119.568, 185.475, 162.873, -100.128, 104.018
132.585, 119.706, 185.396, 163.134, -99.5964, 104.542
134.446, 119.831, 185.308, 163.38, -99.0547, 105.065
136.292, 119.943, 185.211, 163.61, -98.5034, 105.588
138.124, 120.042, 185.105, 163.824, -97.9426, 106.11
139.94, 120.128, 184.989, 164.022, -97.3724, 106.632
141.741, 120.201, 184.865, 164.205, -96.7928, 107.153
143.527, 120.261, 184.73, 164.371, -96.2038, 107.673
145.297, 120.307, 184.587, 164.522, -95.6056, 108.193
147.051, 120.34, 184.434, 164.657, -94.9983, 108.712
148.788, 120.36, 184.271, 164.776, -94.3817, 109.23
150.508, 120.366, 184.099, 164.88, -93.7561, 109.747
152.212, 120.358, 183.918, 164.967, -93.1216, 110.263
153.898, 120.337, 183.727, 165.039, -92.4781, 110.778
155.566, 120.302, 183.526, 165.095, -91.8257, 111.293
157.217, 120.253, 183.316, 165.135, -91.1646, 111.806
158.849, 120.19, 183.096, 165.16, -90.4948, 112.318
160.463, 120.113, 182.867, 165.168, -89.8163, 112.828
162.058, 120.023, 182.628, 165.161, -89.1293, 113.338
163.634, 119.918, 182.379, 165.139, -88.4338, 113.846
165.191, 119.799, 182.12, 165.1, -87.73, 114.353
166.728, 119.665, 181.852, 165.046, -87.0178, 114.859
168.246, 119.518, 181.574, 164.977, -86.2974, 115.363
169.743, 119.356, 181.286, 164.891, -85.5689, 115.866
171.22, 119.18, 180.988, 164.791, -84.8323, 116.367
172.677, 118.989, 180.681, 164.674, -84.0877, 116.867
174.112, 118.785, 180.364, 164.543, -83.3353, 117.365
175.526, 118.565, 180.037, 164.396, -82.5751, 117.862
176.919, 118.332, 179.7, 164.233, -81.8071, 118.357
178.29, 118.083, 179.354, 164.056, -81.0315, 118.85
179.64, 117.821, 178.998, 163.863, -80.2485, 119.341
180.967, 117.543, 178.632, 163.655, -79.4579, 119.831
182.272, 117.252, 178.257, 163.431, -78.6601, 120.319
183.554, 116.945, 177.871, 163.193, -77.8549, 120.805
184.813, 116.624, 177.476, 162.94, -77.0427, 121.289
186.049, 116.289, 177.072, 162.672, -76.2234, 121.771
187.262, 115.939, 176.657, 162.389, -75.3971, 122.251
188.452, 115.574, 176.233, 162.091, -74.5639, 122.729
189.617, 115.195, 175.8, 161.778, -73.724, 123.205
190.759, 114.801, 175.357, 161.451, -72.8773, 123.679
191.877, 114.393, 174.904, 161.109, -72.0242, 124.151
192.97, 113.97, 174.442, 160.753, -71.1645, 124.62
194.039, 113.533, 173.97, 160.382, -70.2985, 125.088
195.083, 113.081, 173.489, 159.997, -69.4262, 125.553
196.102, 112.615, 172.999, 159.598, -68.5477, 126.016
197.095, 112.135, 172.499, 159.184, -67.6631, 126.476
198.064, 111.64, 171.99, 158.757, -66.7726, 126.935
199.007, 111.13, 171.471, 158.316, -65.8761, 127.39
199.925, 110.607, 170.944, 157.86, -64.9739, 127.844
200.817, 110.069, 170.407, 157.391, -64.0661, 128.295
201.683, 109.517, 169.861, 156.908, -63.1526, 128.743
202.522, 108.95, 169.307, 156.412, -62.2337, 129.189
203.336, 108.37, 168.743, 155.902, -61.3094, 129.633
204.123, 107.776, 168.17, 155.379, -60.3799, 130.074
204.884, 107.167, 167.589, 154.842, -59.4452, 130.512
205.618, 106.545, 166.998, 154.293, -58.5054, 130.948
206.326, 105.909, 166.399, 153.73, -57.5607, 131.382
207.007, 105.259, 165.792, 153.154, -56.6112, 131.812
207.66, 104.596, 165.176, 152.566, -55.6568, 132.24
208.287, 103.918, 164.551, 151.964, -54.6979, 132.665
208.887, 103.228, 163.918, 151.35, -53.7343, 133.088
209.459, 102.524, 163.277, 150.724, -52.7664, 133.507
210.005, 101.806, 162.627, 150.085, -51.7941, 133.924
210.523, 101.075, 161.969, 149.434, -50.8175, 134.339
211.013, 100.332, 161.303, 148.77, -49.8368, 134.75
211.476, 99.5747, 160.63, 148.095, -48.8521, 135.159
211.912, 98.8048, 159.948, 147.408, -47.8634, 135.564
212.32, 98.0221, 159.258, 146.708, -46.8709, 135.967
212.7, 97.2267, 158.561, 145.998, -45.8746, 136.367
213.053, 96.4186, 157.856, 145.275, -44.8748, 136.765
213.378, 95.598, 157.144, 144.541, -43.8713, 137.159
213.675, 94.765, 156.424, 143.796, -42.8644, 137.55
213.945, 93.9197, 155.697, 143.039, -41.8542, 137.939
214.187, 93.0623, 154.963, 142.272, -40.8408, 138.324
214.401, 92.1929, 154.222, 141.493, -39.8241, 138.707
214.588, 91.3115, 153.474, 140.704, -38.8045, 139.086
214.747, 90.4184, 152.718, 139.904, -37.7819, 139.463
214.879, 89.5136, 151.956, 139.093, -36.7564, 139.836
214.983, 88.5974, 151.188, 138.272, -35.7281, 140.207
215.059, 87.6698, 150.412, 137.44, -34.6972, 140.574
215.107, 86.7309, 149.631, 136.598, -33.6637, 140.939
215.129, 85.781, 148.843, 135.747, -32.6277, 141.301
215.122, 84.8202, 148.048, 134.885, -31.5893, 141.659
215.089, 83.8485, 147.248, 134.013, -30.5487, 142.014
215.028, 82.8662, 146.442, 133.132, -29.5058, 142.367
214.94, 81.8734, 145.629, 132.241, -28.4607, 142.716
214.825, 80.8703, 144.811, 131.34, -27.4137, 143.063
214.682, 79.857, 143.988, 130.431, -26.3647, 143.406
214.513, 78.8336, 143.159, 129.512, -25.3138, 143.746
214.317, 77.8004, 142.324, 128.584, -24.2612, 144.083
214.094, 76.7575, 141.484, 127.647, -23.2069, 144.417
213.844, 75.705, 140.639, 126.701, -22.1509, 144.748
213.568, 74.6431, 139.789, 125.747, -21.0935, 145.076
213.266, 73.572, 138.934, 124.784, -20.0346, 145.401
212.937, 72.4918, 138.074, 123.812, -18.9744, 145.723
212.582, 71.4026, 137.21, 122.833, -17.9129, 146.042
212.201, 70.3048, 136.341, 121.845, -16.8502, 146.357
211.794, 69.1984, 135.467, 120.849, -15.7863, 146.67
211.361, 68.0835, 134.589, 119.845, -14.7215, 146.979
210.903, 66.9604, 133.707, 118.833, -13.6557, 147.286
210.419, 65.8293, 132.821, 117.813, -12.589, 147.589
209.91, 64.6902, 131.931, 116.786, -11.5215, 147.89
209.376, 63.5435, 131.037, 115.752, -10.4532, 148.187
208.818, 62.3891, 130.14, 114.71, -9.3843, 148.481
208.234, 61.2274, 129.239, 113.661, -8.31481, 148.772
207.626, 60.0584, 128.334, 112.605, -7.24479, 149.06
206.993, 58.8824, 127.427, 111.542, -6.17433, 149.346
206.336, 57.6995, 126.516, 110.472, -5.10348, 149.628
205.655, 56.5099, 125.601, 109.395, -4.03233, 149.907
204.951, 55.3138, 124.684, 108.312, -2.96093, 150.183
204.223, 54.1113, 123.764, 107.222, -1.88935, 150.456
203.471, 52.9026, 122.842, 106.126, -0.817666, 150.726
202.697, 51.6879, 121.917, 105.024, 0.254072, 150.993
201.899, 50.4673, 120.989, 103.915, 1.32579, 151.257
201.079, 49.2411, 120.059, 102.8, 2.39744, 151.518
200.236, 48.0093, 119.126, 101.68, 3.46895, 151.776
199.37, 46.7722, 118.192, 100.553, 4.54025, 152.031
198.483, 45.5299, 117.255, 99.4212, 5.6113, 152.283
197.574, 44.2826, 116.317, 98.2835, 6.68203, 152.532
196.643, 43.0305, 115.377, 97.1402, 7.75239, 152.778
195.691, 41.7736, 114.435, 95.9915, 8.82232, 153.022
194.718, 40.5123, 113.492, 94.8374, 9.89176, 153.262
193.724, 39.2466, 112.547, 93.6782, 10.9607, 153.5
192.709, 37.9768, 111.601, 92.5139, 12.029, 153.734
191.674, 36.7029, 110.653, 91.3446, 13.0966, 153.966
190.619, 35.4252, 109.705, 90.1704, 14.1635, 154.194
189.544, 34.1437, 108.755, 88.9914, 15.2297, 154.42
188.449, 32.8587, 107.805, 87.8076, 16.2951, 154.643
187.334, 31.5704, 106.853, 86.6193, 17.3597, 154.863
186.201, 30.2788, 105.901, 85.4264, 18.4233, 155.08
185.048, 28.9841, 104.949, 84.2292, 19.4859, 155.295
183.877, 27.6865, 103.996, 83.0275, 20.5476, 155.506
182.688, 26.3861, 103.042, 81.8217, 21.6082, 155.715
181.48, 25.0831, 102.089, 80.6116, 22.6677, 155.921
180.255, 23.7777, 101.135, 79.3975, 23.7261, 156.124
179.012, 22.4699, 100.181, 78.1795, 24.7833, 156.324
177.751, 21.1599, 99.2265, 76.9575, 25.8392, 156.521
176.474, 19.8479, 98.2725, 75.7317, 26.8939, 156.716
175.179, 18.534, 97.3186, 74.5021, 27.9472, 156.908
173.868, 17.2184, 96.365, 73.269, 28.9992, 157.097
172.541, 15.9011, 95.4118, 72.0322, 30.0498, 157.283
171.197, 14.5823, 94.4589, 70.7919, 31.0989, 157.467
169.838, 13.2622, 93.5066, 69.5483, 32.1465, 157.647
168.463, 11.9409, 92.5549, 68.3013, 33.1925, 157.825
167.073, 10.6185, 91.6039, 67.051, 34.237, 158
165.667, 9.29511, 90.6536, 65.7975, 35.2798, 158.173
164.247, 7.97092, 89.7041, 64.5409, 36.321, 158.342
162.813, 6.64601, 88.7556, 63.2813, 37.3604, 158.509
161.364, 5.32053, 87.808, 62.0187, 38.3981, 158.673
159.901, 3.99458, 86.8615, 60.7532, 39.434, 158.835
158.424, 2.66828, 85.9162, 59.4848, 40.4681, 158.993
156.934, 1.34176, 84.972, 58.2137, 41.5002, 159.149
155.43, 0.0151253, 84.0291, 56.9399, 42.5305, 159.302
153.913, -1.31151, 83.0876, 55.6634, 43.5587, 159.453
152.384, -2.63804, 82.1475, 54.3844, 44.585, 159.6
150.842, -3.96435, 81.2088, 53.1028, 45.6092, 159.745
149.288, -5.29034, 80.2717, 51.8188, 46.6313, 159.887
147.721, -6.6159, 79.3361, 50.5325, 47.6512, 160.027
146.143, -7.94093, 78.4023, 49.2438, 48.669, 160.163
144.553, -9.26532, 77.4701, 47.9528, 49.6845, 160.297
142.952, -10.589, 76.5397, 46.6597, 50.6978, 160.428
141.339, -11.9118, 75.6112, 45.3644, 51.7087, 160.556
139.716, -13.2338, 74.6845, 44.067, 52.7172, 160.682
138.082, -14.5547, 73.7598, 42.7676, 53.7234, 160.805
136.437, -15.8745, 72.8371, 41.4662, 54.727, 160.925
134.782, -17.1931, 71.9164, 40.163, 55.7282, 161.042
133.118, -18.5104, 70.9978, 38.8578, 56.7268, 161.156
131.443, -19.8264, 70.0813, 37.5509, 57.7228, 161.268
129.759, -21.1409, 69.167, 36.2423, 58.7161, 161.376
128.065, -22.4539, 68.255, 34.932, 59.7067, 161.482
126.362, -23.7652, 67.3452, 33.6201, 60.6945, 161.585
124.65, -25.0749, 66.4378, 32.3066, 61.6795, 161.685
122.93, -26.3828, 65.5327, 30.9916, 62.6617, 161.783
121.2, -27.6889, 64.6301, 29.6751, 63.6409, 161.877
119.463, -28.993, 63.7299, 28.3573, 64.6171, 161.969
117.717, -30.2952, 62.8321, 27.0381, 65.5903, 162.057
115.963, -31.5953, 61.937, 25.7177, 66.5604, 162.143
114.201, -32.8932, 61.0444, 24.396, 67.5274, 162.226
112.432, -34.1889, 60.1544, 23.0732, 68.4911, 162.305
110.655, -35.4824, 59.267, 21.7493, 69.4516, 162.382
108.871, -36.7735, 58.3824, 20.4243, 70.4087, 162.456
107.079, -38.0623, 57.5005, 19.0984, 71.3624, 162.527
105.281, -39.3485, 56.6213, 17.7715, 72.3127, 162.594
103.476, -40.6322, 55.7449, 16.4437, 73.2594, 162.659
101.664, -41.9133, 54.8714, 15.1152, 74.2026, 162.721
99.8461, -43.1917, 54.0008, 13.7859, 75.1421, 162.779
98.0216, -44.4674, 53.133, 12.4559, 76.0779, 162.835
96.191, -45.7403, 52.2682, 11.1253, 77.0098, 162.887
94.3543, -47.0103, 51.4064, 9.79414, 77.938, 162.936
92.5117, -48.2775, 50.5476, 8.46248, 78.8621, 162.982
90.6635, -49.5416, 49.6919, 7.1304, 79.7823, 163.025
88.8096, -50.8027, 48.8393, 5.79795, 80.6984, 163.064
86.9503, -52.0606, 47.9898, 4.4652, 81.6104, 163.101
85.0857, -53.3154, 47.1434, 3.13222, 82.5181, 163.134
83.216, -54.567, 46.3003, 1.79908, 83.4215, 163.163
81.3412, -55.8152, 45.4605, 0.465846, 84.3205, 163.19
79.4615, -57.0601, 44.6239, -0.867415, 85.2151, 163.213
77.577, -58.3016, 43.7907, -2.20063, 86.1051, 163.233
75.6878, -59.5395, 42.9608, -3.53373, 86.9906, 163.249
73.7942, -60.7739, 42.1344, -4.86663, 87.8713, 163.262
71.8961, -62.0046, 41.3114, -6.19927, 88.7472, 163.271
69.9937, -63.2317, 40.4919, -7.53157, 89.6183, 163.277
68.0871, -64.4549, 39.676, -8.86346, 90.4844, 163.28
66.1765, -65.6743, 38.8636, -10.1949, 91.3455, 163.279
64.2619, -66.8898, 38.055, -11.5257, 92.2014, 163.274
62.3435, -68.1013, 37.25, -12.8558, 93.0522, 163.266
60.4213, -69.3088, 36.4488, -14.1853, 93.8977, 163.254
58.4955, -70.5121, 35.6513, -15.5139, 94.7377, 163.239
56.5663, -71.7111, 34.8578, -16.8416, 95.5723, 163.22
54.6336, -72.9059, 34.0681, -18.1684, 96.4014, 163.197
52.6977, -74.0963, 33.2824, -19.4941, 97.2248, 163.171
50.7585, -75.2821, 32.5008, -20.8186, 98.0424, 163.14
48.8163, -76.4635, 31.7232, -22.1419, 98.8542, 163.107
46.8711, -77.6402, 30.9498, -23.4638, 99.6601, 163.069
44.9231, -78.8121, 30.1806, -24.7844, 100.46, 163.027
42.9723, -79.9792, 29.4157, -26.1034, 101.254, 162.982
41.0189, -81.1414, 28.6551, -27.4208, 102.041, 162.933
39.0629, -82.2986, 27.8989, -28.7366, 102.822, 162.88
37.1045, -83.4506, 27.1472, -30.0505, 103.597, 162.823
35.1437, -84.5974, 26.4001, -31.3626, 104.365, 162.762
33.1808, -85.7389, 25.6576, -32.6726, 105.127, 162.697
31.2157, -86.875, 24.9199, -33.9806, 105.882, 162.628
29.2487, -88.0055, 24.1869, -35.2864, 106.63, 162.555
27.2798, -89.1304, 23.4588, -36.5899, 107.371, 162.478
25.3091, -90.2495, 22.7356, -37.8911, 108.106, 162.396
23.3368, -91.3627, 22.0175, -39.1897, 108.833, 162.311
21.3629, -92.47, 21.3044, -40.4858, 109.553, 162.222
19.3877, -93.5711, 20.5966, -41.7791, 110.265, 162.128
17.4111, -94.666, 19.8941, -43.0697, 110.971, 162.031
15.4334, -95.7546, 19.1969, -44.3573, 111.668, 161.929
13.4546, -96.8366, 18.5052, -45.6419, 112.359, 161.823
11.4749, -97.9121, 17.8191, -46.9234, 113.041, 161.713
9.49442, -98.9808, 17.1386, -48.2017, 113.716, 161.598
7.51328, -100.043, 16.4639, -49.4766, 114.382, 161.479
5.53161, -101.097, 15.7951, -50.748, 115.041, 161.356
3.54956, -102.145, 15.1321, -52.0159, 115.692, 161.229
1.56724, -103.186, 14.4753, -53.28, 116.334, 161.097
-0.415179, -104.219, 13.8246, -54.5404, 116.968, 160.961
-2.39757, -105.244, 13.1801, -55.7968, 117.594, 160.82
-4.37979, -106.262, 12.542, -57.0492, 118.211, 160.675
-6.36169, -107.272, 11.9104, -58.2974, 118.82, 160.526
-8.34311, -108.273, 11.2853, -59.5414, 119.419, 160.372
-10.3239, -109.267, 10.6669, -60.781, 120.01, 160.214
-12.3039, -110.253, 10.0553, -62.016, 120.593, 160.051
-14.283, -111.229, 9.45064, -63.2464, 121.166, 159.884
-16.2609, -112.198, 8.85295, -64.4721, 121.73, 159.712
-18.2376, -113.157, 8.26238, -65.6928, 122.284, 159.536
-20.2129, -114.108, 7.67904, -66.9086, 122.83, 159.355
-22.1865, -115.05, 7.10306, -68.1192, 123.366, 159.169
-24.1584, -115.982, 6.53453, -69.3246, 123.892, 158.98
-26.1283, -116.905, 5.97358, -70.5247, 124.409, 158.785
-28.096, -117.818, 5.42033, -71.7192, 124.916, 158.586
-30.0615, -118.722, 4.87489, -72.9081, 125.414, 158.382
-32.0244, -119.616, 4.33737, -74.0912, 125.901, 158.174
-33.9846, -120.499, 3.8079, -75.2685, 126.379, 157.961
-35.942, -121.373, 3.28659, -76.4398, 126.846, 157.744
-37.8963, -122.236, 2.77356, -77.6049, 127.304, 157.522
-39.8473, -123.088, 2.26894, -78.7638, 127.751, 157.295
-41.7948, -123.93, 1.77283, -79.9163, 128.187, 157.063
-43.7387, -124.761, 1.28536, -81.0623, 128.614, 156.827
-45.6787, -125.581, 0.806641, -82.2016, 129.029, 156.587
-47.6146, -126.389, 0.336803, -83.3342, 129.434, 156.341
-49.5462, -127.186, -0.12404, -84.4599, 129.829, 156.091
-51.4732, -127.972, -0.575768, -85.5785, 130.212, 155.836
-53.3956, -128.746, -1.01826, -86.6901, 130.585, 155.577
-55.313, -129.508, -1.45141, -87.7943, 130.947, 155.313
-57.2253, -130.258, -1.87508, -88.8912, 131.298, 155.044
-59.1321, -130.995, -2.28916, -89.9805, 131.637, 154.771
-61.0334, -131.72, -2.69354, -91.0621, 131.966, 154.493
-62.9288, -132.433, -3.0881, -92.136, 132.283, 154.21
-64.8182, -133.133, -3.47271, -93.202, 132.588, 153.923
-66.7012, -133.819, -3.84727, -94.2599, 132.883, 153.631
-68.5777, -134.493, -4.21166, -95.3097, 133.166, 153.334
-70.4475, -135.154, -4.56576, -96.3512, 133.437, 153.033
-72.3102, -135.801, -4.90946, -97.3843, 133.696, 152.727
-74.1657, -136.434, -5.24265, -98.4088, 133.944, 152.417
-76.0137, -137.054, -5.56522, -99.4247, 134.18, 152.102
-77.854, -137.659, -5.87706, -100.432, 134.405, 151.782
-79.6863, -138.251, -6.17805, -101.43, 134.617, 151.458
-81.5104, -138.828, -6.46808, -102.419, 134.817, 151.129
-83.326, -139.391, -6.74706, -103.399, 135.006, 150.795
-85.1329, -139.939, -7.01487, -104.37, 135.182, 150.457
-86.9309, -140.473, -7.27142, -105.331, 135.346, 150.115
-88.7196, -140.992, -7.51659, -106.283, 135.498, 149.768
-90.4989, -141.495, -7.75028, -107.226, 135.637, 149.416
-92.2684, -141.984, -7.97241, -108.158, 135.765, 149.06
-94.028, -142.457, -8.18286, -109.081, 135.88, 148.7
-95.7773, -142.915, -8.38154, -109.993, 135.982, 148.335
-97.5161, -143.356, -8.56836, -110.896, 136.072, 147.965
-99.2442, -143.783, -8.74322, -111.789, 136.15, 147.592
-100.961, -144.193, -8.90603, -112.671, 136.215, 147.213
-102.667, -144.587, -9.05671, -113.543, 136.267, 146.831
-104.362, -144.965, -9.19517, -114.404, 136.307, 146.444
-106.044, -145.327, -9.32131, -115.254, 136.334, 146.053
-107.715, -145.672, -9.43507, -116.094, 136.349, 145.657
-109.373, -146, -9.53635, -116.923, 136.35, 145.258
-111.019, -146.312, -9.62508, -117.741, 136.339, 144.854